0	0000
1171a	𑜚
1171d	𑜝
1171e	𑜞
1171f	𑜟
11720	𑜠
11721	𑜡
11722	𑜢
11723	𑜣
11724	𑜤
11725	𑜥
11726	𑜦
11727	𑜧
11728	𑜨
11729	𑜩
1172a	𑜪
1172b	𑜫
11730	𑜰
11731	𑜱
11732	𑜲
11733	𑜳
11734	𑜴
11735	𑜵
11736	𑜶
11737	𑜷
11738	𑜸
11739	𑜹
1173a	𑜺
1173b	𑜻
1173c	𑜼
1173d	𑜽
1173e	𑜾
1173f	𑜿
11800	𑠀
11801	𑠁
11802	𑠂
11803	𑠃
11804	𑠄
11805	𑠅
11806	𑠆
11807	𑠇
11808	𑠈
11809	𑠉
1180a	𑠊
1180b	𑠋
1180c	𑠌
1180d	𑠍
1180e	𑠎
1180f	𑠏
11810	𑠐
11811	𑠑
11812	𑠒
11813	𑠓
11814	𑠔
11815	𑠕
11816	𑠖
11817	𑠗
11818	𑠘
11819	𑠙
1181a	𑠚
1181b	𑠛
1181c	𑠜
1181d	𑠝
1181e	𑠞
1181f	𑠟
11820	𑠠
11821	𑠡
11822	𑠢
11823	𑠣
11824	𑠤
11825	𑠥
11826	𑠦
11827	𑠧
11828	𑠨
11829	𑠩
1182a	𑠪
1182b	𑠫
1182c	𑠬
1182d	𑠭
1182e	𑠮
1182f	𑠯
11830	𑠰
11831	𑠱
11832	𑠲
11833	𑠳
11834	𑠴
11835	𑠵
11836	𑠶
11837	𑠷
11838	𑠸
11839	𑠹
1183a	𑠺
1183b	𑠻
118a0	𑢠
118a1	𑢡
118a2	𑢢
118a3	𑢣
118a4	𑢤
118a5	𑢥
118a6	𑢦
118a7	𑢧
118a8	𑢨
118a9	𑢩
118aa	𑢪
118ab	𑢫
118ac	𑢬
118ad	𑢭
118ae	𑢮
118af	𑢯
118b0	𑢰
118b1	𑢱
118b2	𑢲
118b3	𑢳
118b4	𑢴
118b5	𑢵
118b6	𑢶
118b7	𑢷
118b8	𑢸
118b9	𑢹
118ba	𑢺
118bb	𑢻
118bc	𑢼
118bd	𑢽
118be	𑢾
118bf	𑢿
118c0	𑣀
118c1	𑣁
118c2	𑣂
118c3	𑣃
118c4	𑣄
118c5	𑣅
118c6	𑣆
118c7	𑣇
118c8	𑣈
118c9	𑣉
118ca	𑣊
118cb	𑣋
118cc	𑣌
118cd	𑣍
118ce	𑣎
118cf	𑣏
118d0	𑣐
118d1	𑣑
118d2	𑣒
118d3	𑣓
118d4	𑣔
118d5	𑣕
118d6	𑣖
118d7	𑣗
118d8	𑣘
118d9	𑣙
118da	𑣚
118db	𑣛
118dc	𑣜
118dd	𑣝
118de	𑣞
118df	𑣟
118e0	𑣠
118e1	𑣡
118e2	𑣢
118e3	𑣣
118e4	𑣤
118e5	𑣥
118e6	𑣦
118e7	𑣧
118e8	𑣨
118e9	𑣩
118ea	𑣪
118eb	𑣫
118ec	𑣬
118ed	𑣭
118ee	𑣮
118ef	𑣯
118f0	𑣰
118f1	𑣱
118f2	𑣲
118ff	𑣿
11a00	𑨀
11a01	𑨁
11a02	𑨂
11a03	𑨃
11a04	𑨄
11a05	𑨅
11a06	𑨆
11a07	𑨇
11a08	𑨈
11a09	𑨉
11a0a	𑨊
11a0b	𑨋
11a0c	𑨌
11a0d	𑨍
11a0e	𑨎
11a0f	𑨏
11a10	𑨐
11a11	𑨑
11a12	𑨒
11a13	𑨓
11a14	𑨔
11a15	𑨕
11a16	𑨖
11a17	𑨗
11a18	𑨘
11a19	𑨙
11a1a	𑨚
11a1b	𑨛
11a1c	𑨜
11a1d	𑨝
11a1e	𑨞
11a1f	𑨟
11a20	𑨠
11a21	𑨡
11a22	𑨢
11a23	𑨣
11a24	𑨤
11a25	𑨥
11a26	𑨦
11a27	𑨧
11a28	𑨨
11a29	𑨩
11a2a	𑨪
11a2b	𑨫
11a2c	𑨬
11a2d	𑨭
11a2e	𑨮
11a2f	𑨯
11a30	𑨰
11a31	𑨱
11a32	𑨲
11a33	𑨳
11a34	𑨴
11a35	𑨵
11a36	𑨶
11a37	𑨷
11a38	𑨸
11a39	𑨹
11a3a	𑨺
11a3b	𑨻
11a3c	𑨼
11a3d	𑨽
11a3e	𑨾
11a3f	𑨿
11a40	𑩀
11a41	𑩁
11a42	𑩂
11a43	𑩃
11a44	𑩄
11a45	𑩅
11a46	𑩆
11a47	𑩇
11a50	𑩐
11a51	𑩑
11a52	𑩒
11a53	𑩓
11a54	𑩔
11a55	𑩕
11a56	𑩖
11a57	𑩗
11a58	𑩘
11a59	𑩙
11a5a	𑩚
11a5b	𑩛
11a5c	𑩜
11a5d	𑩝
11a5e	𑩞
11a5f	𑩟
11a60	𑩠
11a61	𑩡
11a62	𑩢
11a63	𑩣
11a64	𑩤
11a65	𑩥
11a66	𑩦
11a67	𑩧
11a68	𑩨
11a69	𑩩
11a6a	𑩪
11a6b	𑩫
11a6c	𑩬
11a6d	𑩭
11a6e	𑩮
11a6f	𑩯
11a70	𑩰
11a71	𑩱
11a72	𑩲
11a73	𑩳
11a74	𑩴
11a75	𑩵
11a76	𑩶
11a77	𑩷
11a78	𑩸
11a79	𑩹
11a7a	𑩺
11a7b	𑩻
11a7c	𑩼
11a7d	𑩽
11a7e	𑩾
11a7f	𑩿
11a80	𑪀
11a81	𑪁
11a82	𑪂
11a83	𑪃
11a86	𑪆
11a87	𑪇
11a88	𑪈
11a89	𑪉
11a8a	𑪊
11a8b	𑪋
11a8c	𑪌
11a8d	𑪍
11a8e	𑪎
11a8f	𑪏
11a90	𑪐
11a91	𑪑
11a92	𑪒
11a93	𑪓
11a94	𑪔
11a95	𑪕
11a96	𑪖
11a97	𑪗
11a98	𑪘
11a99	𑪙
11a9a	𑪚
11a9b	𑪛
11a9c	𑪜
11a9d	𑪝
11a9e	𑪞
11a9f	𑪟
11aa0	𑪠
11aa1	𑪡
11aa2	𑪢
11ac0	𑫀
11ac1	𑫁
11ac2	𑫂
11ac3	𑫃
11ac4	𑫄
11ac5	𑫅
11ac6	𑫆
11ac7	𑫇
11ac8	𑫈
11ac9	𑫉
11aca	𑫊
11acb	𑫋
11acc	𑫌
11acd	𑫍
11ace	𑫎
11acf	𑫏
11ad0	𑫐
11ad1	𑫑
11ad2	𑫒
11ad3	𑫓
11ad4	𑫔
11ad5	𑫕
11ad6	𑫖
11ad7	𑫗
11ad8	𑫘
11ad9	𑫙
11ada	𑫚
11adb	𑫛
11adc	𑫜
11add	𑫝
11ade	𑫞
11adf	𑫟
11ae0	𑫠
11ae1	𑫡
11ae2	𑫢
11ae3	𑫣
11ae4	𑫤
11ae5	𑫥
11ae6	𑫦
11ae7	𑫧
11ae8	𑫨
11ae9	𑫩
11aea	𑫪
11aeb	𑫫
11aec	𑫬
11aed	𑫭
11aee	𑫮
11aef	𑫯
11af0	𑫰
11af1	𑫱
11af2	𑫲
11af3	𑫳
11af4	𑫴
11af5	𑫵
11af6	𑫶
11af7	𑫷
11af8	𑫸
11c00	𑰀
11c01	𑰁
11c02	𑰂
11c03	𑰃
11c04	𑰄
11c05	𑰅
11c06	𑰆
11c07	𑰇
11c08	𑰈
11c0a	𑰊
11c0b	𑰋
11c0c	𑰌
11c0d	𑰍
11c0e	𑰎
11c0f	𑰏
11c10	𑰐
11c11	𑰑
11c12	𑰒
11c13	𑰓
11c14	𑰔
11c15	𑰕
11c16	𑰖
11c17	𑰗
11c18	𑰘
11c19	𑰙
11c1a	𑰚
11c1b	𑰛
11c1c	𑰜
11c1d	𑰝
11c1e	𑰞
11c1f	𑰟
11c20	𑰠
11c21	𑰡
11c22	𑰢
11c23	𑰣
11c24	𑰤
11c25	𑰥
11c26	𑰦
11c27	𑰧
11c28	𑰨
11c29	𑰩
11c2a	𑰪
11c2b	𑰫
11c2c	𑰬
11c2d	𑰭
11c2e	𑰮
11c2f	𑰯
11c30	𑰰
11c31	𑰱
11c32	𑰲
11c33	𑰳
11c34	𑰴
11c35	𑰵
11c36	𑰶
11c38	𑰸
11c39	𑰹
11c3a	𑰺
11c3b	𑰻
11c3c	𑰼
11c3d	𑰽
11c3e	𑰾
11c3f	𑰿
11c40	𑱀
11c41	𑱁
11c42	𑱂
11c43	𑱃
11c44	𑱄
11c45	𑱅
11c50	𑱐
11c51	𑱑
11c52	𑱒
11c53	𑱓
11c54	𑱔
11c55	𑱕
11c56	𑱖
11c57	𑱗
11c58	𑱘
11c59	𑱙
11c5a	𑱚
11c5b	𑱛
11c5c	𑱜
11c5d	𑱝
11c5e	𑱞
11c5f	𑱟
11c60	𑱠
11c61	𑱡
11c62	𑱢
11c63	𑱣
11c64	𑱤
11c65	𑱥
11c66	𑱦
11c67	𑱧
11c68	𑱨
11c69	𑱩
11c6a	𑱪
11c6b	𑱫
11c6c	𑱬
11c70	𑱰
11c71	𑱱
11c72	𑱲
11c73	𑱳
11c74	𑱴
11c75	𑱵
11c76	𑱶
11c77	𑱷
11c78	𑱸
11c79	𑱹
11c7a	𑱺
11c7b	𑱻
11c7c	𑱼
11c7d	𑱽
11c7e	𑱾
11c7f	𑱿
11c80	𑲀
11c81	𑲁
11c82	𑲂
11c83	𑲃
11c84	𑲄
11c85	𑲅
11c86	𑲆
11c87	𑲇
11c88	𑲈
11c89	𑲉
11c8a	𑲊
11c8b	𑲋
11c8c	𑲌
11c8d	𑲍
11c8e	𑲎
11c8f	𑲏
11c92	𑲒
11c93	𑲓
11c94	𑲔
11c95	𑲕
11c96	𑲖
11c97	𑲗
11c98	𑲘
11c99	𑲙
11c9a	𑲚
11c9b	𑲛
11c9c	𑲜
11c9d	𑲝
11c9e	𑲞
11c9f	𑲟
11ca0	𑲠
11ca1	𑲡
11ca2	𑲢
11ca3	𑲣
11ca4	𑲤
11ca5	𑲥
11ca6	𑲦
11ca7	𑲧
11ca9	𑲩
11caa	𑲪
11cab	𑲫
11cac	𑲬
11cad	𑲭
11cae	𑲮
11caf	𑲯
11cb0	𑲰
11cb1	𑲱
11cb2	𑲲
11cb3	𑲳
11cb4	𑲴
11cb5	𑲵
11cb6	𑲶
11d00	𑴀
11d01	𑴁
11d02	𑴂
11d03	𑴃
11d04	𑴄
11d05	𑴅
11d06	𑴆
11d08	𑴈
11d09	𑴉
11d0b	𑴋
11d0c	𑴌
11d0d	𑴍
11d0e	𑴎
11d0f	𑴏
11d10	𑴐
11d11	𑴑
11d12	𑴒
11d13	𑴓
11d14	𑴔
11d15	𑴕
11d16	𑴖
11d17	𑴗
11d18	𑴘
11d19	𑴙
11d1a	𑴚
11d1b	𑴛
11d1c	𑴜
11d1d	𑴝
11d1e	𑴞
11d1f	𑴟
11d20	𑴠
11d21	𑴡
11d22	𑴢
11d23	𑴣
11d24	𑴤
11d25	𑴥
11d26	𑴦
11d27	𑴧
11d28	𑴨
11d29	𑴩
11d2a	𑴪
11d2b	𑴫
11d2c	𑴬
11d2d	𑴭
11d2e	𑴮
11d2f	𑴯
11d30	𑴰
11d31	𑴱
11d32	𑴲
11d33	𑴳
11d34	𑴴
11d35	𑴵
11d36	𑴶
11d3a	𑴺
11d3c	𑴼
11d3d	𑴽
11d3f	𑴿
11d40	𑵀
11d41	𑵁
11d42	𑵂
11d43	𑵃
11d44	𑵄
11d45	𑵅
11d46	𑵆
11d47	𑵇
11d50	𑵐
11d51	𑵑
11d52	𑵒
11d53	𑵓
11d54	𑵔
11d55	𑵕
11d56	𑵖
11d57	𑵗
11d58	𑵘
11d59	𑵙
11d60	𑵠
11d61	𑵡
11d62	𑵢
11d63	𑵣
11d64	𑵤
11d65	𑵥
11d67	𑵧
11d68	𑵨
11d6a	𑵪
11d6b	𑵫
11d6c	𑵬
11d6d	𑵭
11d6e	𑵮
11d6f	𑵯
11d70	𑵰
11d71	𑵱
11d72	𑵲
11d73	𑵳
11d74	𑵴
11d75	𑵵
11d76	𑵶
11d77	𑵷
11d78	𑵸
11d79	𑵹
11d7a	𑵺
11d7b	𑵻
11d7c	𑵼
11d7d	𑵽
11d7e	𑵾
11d7f	𑵿
11d80	𑶀
11d81	𑶁
11d82	𑶂
11d83	𑶃
11d84	𑶄
11d85	𑶅
11d86	𑶆
11d87	𑶇
11d88	𑶈
11d89	𑶉
11d8a	𑶊
11d8b	𑶋
11d8c	𑶌
11d8d	𑶍
11d8e	𑶎
11d90	𑶐
11d91	𑶑
11d93	𑶓
11d94	𑶔
11d95	𑶕
11d96	𑶖
11d97	𑶗
11d98	𑶘
11da0	𑶠
11da1	𑶡
11da2	𑶢
11da3	𑶣
11da4	𑶤
11da5	𑶥
11da6	𑶦
11da7	𑶧
11da8	𑶨
11da9	𑶩
11ee0	𑻠
11ee1	𑻡
11ee2	𑻢
11ee3	𑻣
11ee4	𑻤
11ee5	𑻥
11ee6	𑻦
11ee7	𑻧
11ee8	𑻨
11ee9	𑻩
11eea	𑻪
11eeb	𑻫
11eec	𑻬
11eed	𑻭
11eee	𑻮
11eef	𑻯
11ef0	𑻰
11ef1	𑻱
11ef2	𑻲
11ef3	𑻳
11ef4	𑻴
11ef5	𑻵
11ef6	𑻶
11ef7	𑻷
11ef8	𑻸
12000	𒀀
12001	𒀁
12002	𒀂
12003	𒀃
12004	𒀄
12005	𒀅
12006	𒀆
12007	𒀇
12008	𒀈
12009	𒀉
1200a	𒀊
1200b	𒀋
1200c	𒀌
1200d	𒀍
1200e	𒀎
1200f	𒀏
12010	𒀐
12011	𒀑
12012	𒀒
12013	𒀓
12014	𒀔
12015	𒀕
12016	𒀖
12017	𒀗
12018	𒀘
12019	𒀙
1201a	𒀚
1201b	𒀛
1201c	𒀜
1201d	𒀝
1201e	𒀞
1201f	𒀟
12020	𒀠
12021	𒀡
12022	𒀢
12023	𒀣
12024	𒀤
12025	𒀥
12026	𒀦
12027	𒀧
12028	𒀨
12029	𒀩
1202a	𒀪
1202b	𒀫
1202c	𒀬
1202d	𒀭
1202e	𒀮
1202f	𒀯
12030	𒀰
12031	𒀱
12032	𒀲
12033	𒀳
12034	𒀴
12035	𒀵
12036	𒀶
12037	𒀷
12038	𒀸
12039	𒀹
1203a	𒀺
1203b	𒀻
1203c	𒀼
1203d	𒀽
1203e	𒀾
1203f	𒀿
12040	𒁀
12041	𒁁
12042	𒁂
12043	𒁃
12044	𒁄
12045	𒁅
12046	𒁆
12047	𒁇
12048	𒁈
12049	𒁉
1204a	𒁊
1204b	𒁋
1204c	𒁌
1204d	𒁍
1204e	𒁎
1204f	𒁏
12050	𒁐
12051	𒁑
12052	𒁒
12053	𒁓
12054	𒁔
12055	𒁕
12056	𒁖
12057	𒁗
12058	𒁘
12059	𒁙
1205a	𒁚
1205b	𒁛
1205c	𒁜
1205d	𒁝
1205e	𒁞
1205f	𒁟
12060	𒁠
12061	𒁡
12062	𒁢
12063	𒁣
12064	𒁤
12065	𒁥
12066	𒁦
12067	𒁧
12068	𒁨
12069	𒁩
1206a	𒁪
1206b	𒁫
1206c	𒁬
1206d	𒁭
1206e	𒁮
1206f	𒁯
12070	𒁰
12071	𒁱
12072	𒁲
12073	𒁳
12074	𒁴
12075	𒁵
12076	𒁶
12077	𒁷
12078	𒁸
12079	𒁹
1207a	𒁺
1207b	𒁻
1207c	𒁼
1207d	𒁽
1207e	𒁾
1207f	𒁿
12080	𒂀
12081	𒂁
12082	𒂂
12083	𒂃
12084	𒂄
12085	𒂅
12086	𒂆
12087	𒂇
12088	𒂈
12089	𒂉
1208a	𒂊
1208b	𒂋
1208c	𒂌
1208d	𒂍
1208e	𒂎
1208f	𒂏
12090	𒂐
12091	𒂑
12092	𒂒
12093	𒂓
12094	𒂔
12095	𒂕
12096	𒂖
12097	𒂗
12098	𒂘
12099	𒂙
1209a	𒂚
1209b	𒂛
1209c	𒂜
1209d	𒂝
1209e	𒂞
1209f	𒂟
120a0	𒂠
120a1	𒂡
120a2	𒂢
120a3	𒂣
120a4	𒂤
120a5	𒂥
120a6	𒂦
120a7	𒂧
120a8	𒂨
120a9	𒂩
120aa	𒂪
120ab	𒂫
120ac	𒂬
120ad	𒂭
120ae	𒂮
120af	𒂯
120b0	𒂰
120b1	𒂱
120b2	𒂲
120b3	𒂳
120b4	𒂴
120b5	𒂵
120b6	𒂶
120b7	𒂷
120b8	𒂸
120b9	𒂹
120ba	𒂺
120bb	𒂻
120bc	𒂼
120bd	𒂽
120be	𒂾
120bf	𒂿
120c0	𒃀
120c1	𒃁
120c2	𒃂
120c3	𒃃
120c4	𒃄
120c5	𒃅
120c6	𒃆
120c7	𒃇
120c8	𒃈
120c9	𒃉
120ca	𒃊
120cb	𒃋
120cc	𒃌
120cd	𒃍
120ce	𒃎
120cf	𒃏
120d0	𒃐
120d1	𒃑
120d2	𒃒
120d3	𒃓
120d4	𒃔
120d5	𒃕
120d6	𒃖
120d7	𒃗
120d8	𒃘
120d9	𒃙
120da	𒃚
120db	𒃛
120dc	𒃜
120dd	𒃝
120de	𒃞
120df	𒃟
120e0	𒃠
120e1	𒃡
120e2	𒃢
120e3	𒃣
120e4	𒃤
120e5	𒃥
120e6	𒃦
120e7	𒃧
120e8	𒃨
120e9	𒃩
120ea	𒃪
120eb	𒃫
120ec	𒃬
120ed	𒃭
120ee	𒃮
120ef	𒃯
120f0	𒃰
120f1	𒃱
120f2	𒃲
120f3	𒃳
120f4	𒃴
120f5	𒃵
120f6	𒃶
120f7	𒃷
120f8	𒃸
120f9	𒃹
120fa	𒃺
120fb	𒃻
120fc	𒃼
120fd	𒃽
120fe	𒃾
120ff	𒃿
12100	𒄀
12101	𒄁
12102	𒄂
12103	𒄃
12104	𒄄
12105	𒄅
12106	𒄆
12107	𒄇
12108	𒄈
12109	𒄉
1210a	𒄊
1210b	𒄋
1210c	𒄌
1210d	𒄍
1210e	𒄎
1210f	𒄏
12110	𒄐
12111	𒄑
12112	𒄒
12113	𒄓
12114	𒄔
12115	𒄕
12116	𒄖
12117	𒄗
12118	𒄘
12119	𒄙
1211a	𒄚
1211b	𒄛
1211c	𒄜
1211d	𒄝
1211e	𒄞
1211f	𒄟
12120	𒄠
12121	𒄡
12122	𒄢
12123	𒄣
12124	𒄤
12125	𒄥
12126	𒄦
12127	𒄧
12128	𒄨
12129	𒄩
1212a	𒄪
1212b	𒄫
1212c	𒄬
1212d	𒄭
1212e	𒄮
1212f	𒄯
12130	𒄰
12131	𒄱
12132	𒄲
12133	𒄳
12134	𒄴
12135	𒄵
12136	𒄶
12137	𒄷
12138	𒄸
12139	𒄹
1213a	𒄺
1213b	𒄻
1213c	𒄼
1213d	𒄽
1213e	𒄾
1213f	𒄿
12140	𒅀
12141	𒅁
12142	𒅂
12143	𒅃
12144	𒅄
12145	𒅅
12146	𒅆
12147	𒅇
12148	𒅈
12149	𒅉
1214a	𒅊
1214b	𒅋
1214c	𒅌
1214d	𒅍
1214e	𒅎
1214f	𒅏
12150	𒅐
12151	𒅑
12152	𒅒
12153	𒅓
12154	𒅔
12155	𒅕
12156	𒅖
12157	𒅗
12158	𒅘
12159	𒅙
1215a	𒅚
1215b	𒅛
1215c	𒅜
1215d	𒅝
1215e	𒅞
1215f	𒅟
12160	𒅠
12161	𒅡
12162	𒅢
12163	𒅣
12164	𒅤
12165	𒅥
12166	𒅦
12167	𒅧
12168	𒅨
12169	𒅩
1216a	𒅪
1216b	𒅫
1216c	𒅬
1216d	𒅭
1216e	𒅮
1216f	𒅯
12170	𒅰
12171	𒅱
12172	𒅲
12173	𒅳
12174	𒅴
12175	𒅵
12176	𒅶
12177	𒅷
12178	𒅸
12179	𒅹
1217a	𒅺
1217b	𒅻
1217c	𒅼
1217d	𒅽
1217e	𒅾
1217f	𒅿
12180	𒆀
12181	𒆁
12182	𒆂
12183	𒆃
12184	𒆄
12185	𒆅
12186	𒆆
12187	𒆇
12188	𒆈
12189	𒆉
1218a	𒆊
1218b	𒆋
1218c	𒆌
1218d	𒆍
1218e	𒆎
1218f	𒆏
12190	𒆐
12191	𒆑
12192	𒆒
12193	𒆓
12194	𒆔
12195	𒆕
12196	𒆖
12197	𒆗
12198	𒆘
12199	𒆙
1219a	𒆚
1219b	𒆛
1219c	𒆜
1219d	𒆝
1219e	𒆞
1219f	𒆟
121a0	𒆠
121a1	𒆡
121a2	𒆢
121a3	𒆣
121a4	𒆤
121a5	𒆥
121a6	𒆦
121a7	𒆧
121a8	𒆨
121a9	𒆩
121aa	𒆪
121ab	𒆫
121ac	𒆬
121ad	𒆭
121ae	𒆮
121af	𒆯
121b0	𒆰
121b1	𒆱
121b2	𒆲
121b3	𒆳
121b4	𒆴
121b5	𒆵
121b6	𒆶
121b7	𒆷
121b8	𒆸
121b9	𒆹
121ba	𒆺
121bb	𒆻
121bc	𒆼
121bd	𒆽
121be	𒆾
121bf	𒆿
121c0	𒇀
121c1	𒇁
121c2	𒇂
121c3	𒇃
121c4	𒇄
121c5	𒇅
121c6	𒇆
121c7	𒇇
121c8	𒇈
121c9	𒇉
121ca	𒇊
121cb	𒇋
121cc	𒇌
121cd	𒇍
121ce	𒇎
121cf	𒇏
121d0	𒇐
121d1	𒇑
121d2	𒇒
121d3	𒇓
121d4	𒇔
121d5	𒇕
121d6	𒇖
121d7	𒇗
121d8	𒇘
121d9	𒇙
121da	𒇚
121db	𒇛
121dc	𒇜
121dd	𒇝
121de	𒇞
121df	𒇟
121e0	𒇠
121e1	𒇡
121e2	𒇢
121e3	𒇣
121e4	𒇤
121e5	𒇥
121e6	𒇦
121e7	𒇧
121e8	𒇨
121e9	𒇩
121ea	𒇪
121eb	𒇫
121ec	𒇬
121ed	𒇭
121ee	𒇮
121ef	𒇯
121f0	𒇰
121f1	𒇱
121f2	𒇲
121f3	𒇳
121f4	𒇴
121f5	𒇵
121f6	𒇶
121f7	𒇷
121f8	𒇸
121f9	𒇹
121fa	𒇺
121fb	𒇻
121fc	𒇼
121fd	𒇽
121fe	𒇾
121ff	𒇿
12200	𒈀
12201	𒈁
12202	𒈂
12203	𒈃
12204	𒈄
12205	𒈅
12206	𒈆
12207	𒈇
12208	𒈈
12209	𒈉
1220a	𒈊
1220b	𒈋
1220c	𒈌
1220d	𒈍
1220e	𒈎
1220f	𒈏
12210	𒈐
12211	𒈑
12212	𒈒
12213	𒈓
12214	𒈔
12215	𒈕
12216	𒈖
12217	𒈗
12218	𒈘
12219	𒈙
1221a	𒈚
1221b	𒈛
1221c	𒈜
1221d	𒈝
1221e	𒈞
1221f	𒈟
12220	𒈠
12221	𒈡
12222	𒈢
12223	𒈣
12224	𒈤
12225	𒈥
12226	𒈦
12227	𒈧
12228	𒈨
12229	𒈩
1222a	𒈪
1222b	𒈫
1222c	𒈬
1222d	𒈭
1222e	𒈮
1222f	𒈯
12230	𒈰
12231	𒈱
12232	𒈲
12233	𒈳
12234	𒈴
12235	𒈵
12236	𒈶
12237	𒈷
12238	𒈸
12239	𒈹
1223a	𒈺
1223b	𒈻
1223c	𒈼
1223d	𒈽
1223e	𒈾
1223f	𒈿
12240	𒉀
12241	𒉁
12242	𒉂
12243	𒉃
12244	𒉄
12245	𒉅
12246	𒉆
12247	𒉇
12248	𒉈
12249	𒉉
1224a	𒉊
1224b	𒉋
1224c	𒉌
1224d	𒉍
1224e	𒉎
1224f	𒉏
12250	𒉐
12251	𒉑
12252	𒉒
12253	𒉓
12254	𒉔
12255	𒉕
12256	𒉖
12257	𒉗
12258	𒉘
12259	𒉙
1225a	𒉚
1225b	𒉛
1225c	𒉜
1225d	𒉝
1225e	𒉞
1225f	𒉟
12260	𒉠
12261	𒉡
12262	𒉢
12263	𒉣
12264	𒉤
12265	𒉥
12266	𒉦
12267	𒉧
12268	𒉨
12269	𒉩
1226a	𒉪
1226b	𒉫
1226c	𒉬
1226d	𒉭
1226e	𒉮
1226f	𒉯
12270	𒉰
12271	𒉱
12272	𒉲
12273	𒉳
12274	𒉴
12275	𒉵
12276	𒉶
12277	𒉷
12278	𒉸
12279	𒉹
1227a	𒉺
1227b	𒉻
1227c	𒉼
1227d	𒉽
1227e	𒉾
1227f	𒉿
12280	𒊀
12281	𒊁
12282	𒊂
12283	𒊃
12284	𒊄
12285	𒊅
12286	𒊆
12287	𒊇
12288	𒊈
12289	𒊉
1228a	𒊊
1228b	𒊋
1228c	𒊌
1228d	𒊍
1228e	𒊎
1228f	𒊏
12290	𒊐
12291	𒊑
12292	𒊒
12293	𒊓
12294	𒊔
12295	𒊕
12296	𒊖
12297	𒊗
12298	𒊘
12299	𒊙
1229a	𒊚
1229b	𒊛
1229c	𒊜
1229d	𒊝
1229e	𒊞
1229f	𒊟
122a0	𒊠
122a1	𒊡
122a2	𒊢
122a3	𒊣
122a4	𒊤
122a5	𒊥
122a6	𒊦
122a7	𒊧
122a8	𒊨
122a9	𒊩
122aa	𒊪
122ab	𒊫
122ac	𒊬
122ad	𒊭
122ae	𒊮
122af	𒊯
122b0	𒊰
122b1	𒊱
122b2	𒊲
122b3	𒊳
122b4	𒊴
122b5	𒊵
122b6	𒊶
122b7	𒊷
122b8	𒊸
122b9	𒊹
122ba	𒊺
122bb	𒊻
122bc	𒊼
122bd	𒊽
122be	𒊾
122bf	𒊿
122c0	𒋀
122c1	𒋁
122c2	𒋂
122c3	𒋃
122c4	𒋄
122c5	𒋅
122c6	𒋆
122c7	𒋇
122c8	𒋈
122c9	𒋉
122ca	𒋊
122cb	𒋋
122cc	𒋌
122cd	𒋍
122ce	𒋎
122cf	𒋏
122d0	𒋐
122d1	𒋑
122d2	𒋒
122d3	𒋓
122d4	𒋔
122d5	𒋕
122d6	𒋖
122d7	𒋗
122d8	𒋘
122d9	𒋙
122da	𒋚
122db	𒋛
122dc	𒋜
122dd	𒋝
122de	𒋞
122df	𒋟
122e0	𒋠
122e1	𒋡
122e2	𒋢
122e3	𒋣
122e4	𒋤
122e5	𒋥
122e6	𒋦
122e7	𒋧
122e8	𒋨
122e9	𒋩
122ea	𒋪
122eb	𒋫
122ec	𒋬
122ed	𒋭
122ee	𒋮
122ef	𒋯
122f0	𒋰
122f1	𒋱
122f2	𒋲
122f3	𒋳
122f4	𒋴
122f5	𒋵
122f6	𒋶
122f7	𒋷
122f8	𒋸
122f9	𒋹
122fa	𒋺
122fb	𒋻
122fc	𒋼
122fd	𒋽
122fe	𒋾
122ff	𒋿
12300	𒌀
12301	𒌁
12302	𒌂
12303	𒌃
12304	𒌄
12305	𒌅
12306	𒌆
12307	𒌇
12308	𒌈
12309	𒌉
1230a	𒌊
1230b	𒌋
1230c	𒌌
1230d	𒌍
1230e	𒌎
1230f	𒌏
12310	𒌐
12311	𒌑
12312	𒌒
12313	𒌓
12314	𒌔
12315	𒌕
12316	𒌖
12317	𒌗
12318	𒌘
12319	𒌙
1231a	𒌚
1231b	𒌛
1231c	𒌜
1231d	𒌝
1231e	𒌞
1231f	𒌟
12320	𒌠
12321	𒌡
12322	𒌢
12323	𒌣
12324	𒌤
12325	𒌥
12326	𒌦
12327	𒌧
12328	𒌨
12329	𒌩
1232a	𒌪
1232b	𒌫
1232c	𒌬
1232d	𒌭
1232e	𒌮
1232f	𒌯
12330	𒌰
12331	𒌱
12332	𒌲
12333	𒌳
12334	𒌴
12335	𒌵
12336	𒌶
12337	𒌷
12338	𒌸
12339	𒌹
1233a	𒌺
1233b	𒌻
1233c	𒌼
1233d	𒌽
1233e	𒌾
1233f	𒌿
12340	𒍀
12341	𒍁
12342	𒍂
12343	𒍃
12344	𒍄
12345	𒍅
12346	𒍆
12347	𒍇
12348	𒍈
12349	𒍉
1234a	𒍊
1234b	𒍋
1234c	𒍌
1234d	𒍍
1234e	𒍎
1234f	𒍏
12350	𒍐
12351	𒍑
12352	𒍒
12353	𒍓
12354	𒍔
12355	𒍕
12356	𒍖
12357	𒍗
12358	𒍘
12359	𒍙
1235a	𒍚
1235b	𒍛
1235c	𒍜
1235d	𒍝
1235e	𒍞
1235f	𒍟
12360	𒍠
12361	𒍡
12362	𒍢
